ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
BOI,"Boise, ID",SLC,"Salt Lake City, UT"
BOI,"Boise, ID",ABQ,"Albuquerque, NM"
BOI,"Boise, ID",MEM,"Memphis, TN"
BOI,"Boise, ID",BZN,"Bozeman, MT"
BOI,"Boise, ID",DFW,"Dallas/Fort Worth, TX"
BOI,"Boise, ID",PHX,"Phoenix, AZ"
BOI,"Boise, ID",DEN,"Denver, CO"
BOI,"Boise, ID",SAN,"San Diego, CA"
BOI,"Boise, ID",SMF,"Sacramento, CA"
BOI,"Boise, ID",DEN,"Denver, CO"
BOI,"Boise, ID",LAS,"Las Vegas, NV"
BOI,"Boise, ID",OAK,"Oakland, CA"
BOI,"Boise, ID",SJC,"San Jose, CA"
BOI,"Boise, ID",PHX,"Phoenix, AZ"
BOI,"Boise, ID",DFW,"Dallas/Fort Worth, TX"
BOI,"Boise, ID",PHX,"Phoenix, AZ"
BOI,"Boise, ID",PHX,"Phoenix, AZ"
BOI,"Boise, ID",ORD,"Chicago, IL"
BOI,"Boise, ID",DFW,"Dallas/Fort Worth, TX"
BOI,"Boise, ID",SEA,"Seattle, WA"
BOI,"Boise, ID",SEA,"Seattle, WA"
BOI,"Boise, ID",SEA,"Seattle, WA"
BOI,"Boise, ID",PSP,"Palm Springs, CA"
BOI,"Boise, ID",SMF,"Sacramento, CA"
BOI,"Boise, ID",SAN,"San Diego, CA"
BOI,"Boise, ID",SEA,"Seattle, WA"
BOI,"Boise, ID",PDX,"Portland, OR"
BOI,"Boise, ID",LAX,"Los Angeles, CA"
BOI,"Boise, ID",SFO,"San Francisco, CA"
BOI,"Boise, ID",SMF,"Sacramento, CA"
BOI,"Boise, ID",GEG,"Spokane, WA"
BOI,"Boise, ID",SEA,"Seattle, WA"
BOI,"Boise, ID",PDX,"Portland, OR"
BOI,"Boise, ID",SUN,"Sun Valley/Hailey/Ketchum, ID"
BOI,"Boise, ID",SLC,"Salt Lake City, UT"
BOI,"Boise, ID",MSP,"Minneapolis, MN"
BOI,"Boise, ID",MSP,"Minneapolis, MN"
BOI,"Boise, ID",MSP,"Minneapolis, MN"
BOI,"Boise, ID",ATL,"Atlanta, GA"
BOI,"Boise, ID",SLC,"Salt Lake City, UT"
BOI,"Boise, ID",DEN,"Denver, CO"
BOI,"Boise, ID",DEN,"Denver, CO"
BOI,"Boise, ID",DEN,"Denver, CO"
BOS,"Boston, MA",CVG,"Cincinnati, OH"
BOS,"Boston, MA",MSP,"Minneapolis, MN"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",DFW,"Dallas/Fort Worth, TX"
BOS,"Boston, MA",SDF,"Louisville, KY"
BOS,"Boston, MA",DTW,"Detroit, MI"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",MDT,"Harrisburg, PA"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",SDF,"Louisville, KY"
BOS,"Boston, MA",HNL,"Honolulu, HI"
BOS,"Boston, MA",CLE,"Cleveland, OH"
BOS,"Boston, MA",MIA,"Miami, FL"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",EWR,"Newark, NJ"
BOS,"Boston, MA",EYW,"Key West, FL"
BOS,"Boston, MA",CLT,"Charlotte, NC"
BOS,"Boston, MA",RDU,"Raleigh/Durham, NC"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",PIT,"Pittsburgh, PA"
BOS,"Boston, MA",BNA,"Nashville, TN"
BOS,"Boston, MA",LGA,"New York, NY"
BOS,"Boston, MA",JFK,"New York, NY"
BOS,"Boston, MA",RIC,"Richmond, VA"
BOS,"Boston, MA",CLE,"Cleveland, OH"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",EWR,"Newark, NJ"
BOS,"Boston, MA",RDU,"Raleigh/Durham, NC"
BOS,"Boston, MA",PIT,"Pittsburgh, PA"
BOS,"Boston, MA",BNA,"Nashville, TN"
BOS,"Boston, MA",LGA,"New York, NY"
BOS,"Boston, MA",JFK,"New York, NY"
BOS,"Boston, MA",RIC,"Richmond, VA"
BOS,"Boston, MA",MEM,"Memphis, TN"
BOS,"Boston, MA",VPS,"Valparaiso, FL"
BOS,"Boston, MA",AVL,"Asheville, NC"
BOS,"Boston, MA",SRQ,"Sarasota/Bradenton, FL"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",GRR,"Grand Rapids, MI"
BOS,"Boston, MA",PBG,"Plattsburgh, NY"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",MIA,"Miami, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",EWR,"Newark, NJ"
BOS,"Boston, MA",MEM,"Memphis, TN"
BOS,"Boston, MA",IND,"Indianapolis, IN"
BOS,"Boston, MA",SWF,"Newburgh/Poughkeepsie, NY"
BOS,"Boston, MA",EWR,"Newark, NJ"
BOS,"Boston, MA",MEM,"Memphis, TN"
BOS,"Boston, MA",IND,"Indianapolis, IN"
BOS,"Boston, MA",MEM,"Memphis, TN"
BOS,"Boston, MA",IND,"Indianapolis, IN"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",EWR,"Newark, NJ"
BOS,"Boston, MA",GSO,"Greensboro/High Point, NC"
BOS,"Boston, MA",TPA,"Tampa, FL"
BOS,"Boston, MA",DEN,"Denver, CO"
BOS,"Boston, MA",SLC,"Salt Lake City, UT"
BOS,"Boston, MA",LAS,"Las Vegas, NV"
BOS,"Boston, MA",JAX,"Jacksonville, FL"
BOS,"Boston, MA",RDU,"Raleigh/Durham, NC"
BOS,"Boston, MA",ATL,"Atlanta, GA"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",BZN,"Bozeman, MT"
BOS,"Boston, MA",PHX,"Phoenix, AZ"
BOS,"Boston, MA",SJU,"San Juan, PR"
BOS,"Boston, MA",AUS,"Austin, TX"
BOS,"Boston, MA",SRQ,"Sarasota/Bradenton, FL"
BOS,"Boston, MA",HDN,"Hayden, CO"
BOS,"Boston, MA",DCA,"Washington, DC"
BOS,"Boston, MA",JFK,"New York, NY"
BOS,"Boston, MA",RSW,"Fort Myers, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",CHS,"Charleston, SC"
BOS,"Boston, MA",PBI,"West Palm Beach/Palm Beach, FL"
BOS,"Boston, MA",MTJ,"Montrose/Delta, CO"
BOS,"Boston, MA",PSP,"Palm Springs, CA"
BOS,"Boston, MA",STT,"Charlotte Amalie, VI"
BOS,"Boston, MA",TPA,"Tampa, FL"
BOS,"Boston, MA",DEN,"Denver, CO"
BOS,"Boston, MA",LAS,"Las Vegas, NV"
BOS,"Boston, MA",SAN,"San Diego, CA"
BOS,"Boston, MA",SEA,"Seattle, WA"
BOS,"Boston, MA",LAX,"Los Angeles, CA"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",SJU,"San Juan, PR"
BOS,"Boston, MA",SFO,"San Francisco, CA"
BOS,"Boston, MA",JFK,"New York, NY"
BOS,"Boston, MA",RSW,"Fort Myers, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",PBI,"West Palm Beach/Palm Beach, FL"
BOS,"Boston, MA",CLE,"Cleveland, OH"
BOS,"Boston, MA",DTW,"Detroit, MI"
BOS,"Boston, MA",BUF,"Buffalo, NY"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",IAH,"Houston, TX"
BOS,"Boston, MA",EWR,"Newark, NJ"
BOS,"Boston, MA",GSO,"Greensboro/High Point, NC"
BOS,"Boston, MA",TPA,"Tampa, FL"
BOS,"Boston, MA",JAX,"Jacksonville, FL"
BOS,"Boston, MA",MSP,"Minneapolis, MN"
BOS,"Boston, MA",SBN,"South Bend, IN"
BOS,"Boston, MA",CLT,"Charlotte, NC"
BOS,"Boston, MA",RDU,"Raleigh/Durham, NC"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",MSY,"New Orleans, LA"
BOS,"Boston, MA",PIT,"Pittsburgh, PA"
BOS,"Boston, MA",DFW,"Dallas/Fort Worth, TX"
BOS,"Boston, MA",BNA,"Nashville, TN"
BOS,"Boston, MA",ATL,"Atlanta, GA"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",AUS,"Austin, TX"
BOS,"Boston, MA",SRQ,"Sarasota/Bradenton, FL"
BOS,"Boston, MA",DCA,"Washington, DC"
BOS,"Boston, MA",JFK,"New York, NY"
BOS,"Boston, MA",RSW,"Fort Myers, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",CHS,"Charleston, SC"
BOS,"Boston, MA",PBI,"West Palm Beach/Palm Beach, FL"
BOS,"Boston, MA",RIC,"Richmond, VA"
BOS,"Boston, MA",ROC,"Rochester, NY"
BOS,"Boston, MA",SDF,"Louisville, KY"
BOS,"Boston, MA",SAV,"Savannah, GA"
BOS,"Boston, MA",TPA,"Tampa, FL"
BOS,"Boston, MA",DEN,"Denver, CO"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",SJU,"San Juan, PR"
BOS,"Boston, MA",RSW,"Fort Myers, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",PBI,"West Palm Beach/Palm Beach, FL"
BOS,"Boston, MA",RDU,"Raleigh/Durham, NC"
BOS,"Boston, MA",MSS,"Massena, NY"
BOS,"Boston, MA",CVG,"Cincinnati, OH"
BOS,"Boston, MA",IAH,"Houston, TX"
BOS,"Boston, MA",IAD,"Washington, DC"
BOS,"Boston, MA",STL,"St. Louis, MO"
BOS,"Boston, MA",DEN,"Denver, CO"
BOS,"Boston, MA",BWI,"Baltimore, MD"
BOS,"Boston, MA",BNA,"Nashville, TN"
BOS,"Boston, MA",MDW,"Chicago, IL"
BOS,"Boston, MA",STL,"St. Louis, MO"
BOS,"Boston, MA",DEN,"Denver, CO"
BOS,"Boston, MA",BWI,"Baltimore, MD"
BOS,"Boston, MA",HOU,"Houston, TX"
BOS,"Boston, MA",BNA,"Nashville, TN"
BOS,"Boston, MA",MDW,"Chicago, IL"
BOS,"Boston, MA",TEB,"Teterboro, NJ"
BOS,"Boston, MA",SAV,"Savannah, GA"
BOS,"Boston, MA",DTW,"Detroit, MI"
BOS,"Boston, MA",MIA,"Miami, FL"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",CLT,"Charlotte, NC"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",DFW,"Dallas/Fort Worth, TX"
BOS,"Boston, MA",PHX,"Phoenix, AZ"
BOS,"Boston, MA",DCA,"Washington, DC"
BOS,"Boston, MA",JFK,"New York, NY"
BOS,"Boston, MA",MIA,"Miami, FL"
BOS,"Boston, MA",MIA,"Miami, FL"
BOS,"Boston, MA",CLT,"Charlotte, NC"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",JFK,"New York, NY"
BOS,"Boston, MA",MIA,"Miami, FL"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",CLT,"Charlotte, NC"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",LGA,"New York, NY"
BOS,"Boston, MA",DCA,"Washington, DC"
BOS,"Boston, MA",CLT,"Charlotte, NC"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",DCA,"Washington, DC"
BOS,"Boston, MA",MIA,"Miami, FL"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",CLT,"Charlotte, NC"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",DFW,"Dallas/Fort Worth, TX"
BOS,"Boston, MA",LGA,"New York, NY"
BOS,"Boston, MA",LAX,"Los Angeles, CA"
BOS,"Boston, MA",PHX,"Phoenix, AZ"
BOS,"Boston, MA",JFK,"New York, NY"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",LGA,"New York, NY"
BOS,"Boston, MA",DCA,"Washington, DC"
BOS,"Boston, MA",EWR,"Newark, NJ"
BOS,"Boston, MA",TPA,"Tampa, FL"
BOS,"Boston, MA",BWI,"Baltimore, MD"
BOS,"Boston, MA",MYR,"Myrtle Beach, SC"
BOS,"Boston, MA",ATL,"Atlanta, GA"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",SJU,"San Juan, PR"
BOS,"Boston, MA",RSW,"Fort Myers, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",TPA,"Tampa, FL"
BOS,"Boston, MA",MYR,"Myrtle Beach, SC"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",SJU,"San Juan, PR"
BOS,"Boston, MA",RSW,"Fort Myers, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",CVG,"Cincinnati, OH"
BOS,"Boston, MA",CVG,"Cincinnati, OH"
BOS,"Boston, MA",SEA,"Seattle, WA"
BOS,"Boston, MA",SFO,"San Francisco, CA"
BOS,"Boston, MA",SEA,"Seattle, WA"
BOS,"Boston, MA",CVG,"Cincinnati, OH"
BOS,"Boston, MA",SLC,"Salt Lake City, UT"
BOS,"Boston, MA",SEA,"Seattle, WA"
BOS,"Boston, MA",DTW,"Detroit, MI"
BOS,"Boston, MA",SLC,"Salt Lake City, UT"
BOS,"Boston, MA",SEA,"Seattle, WA"
BOS,"Boston, MA",ATL,"Atlanta, GA"
BOS,"Boston, MA",LAX,"Los Angeles, CA"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",STT,"Charlotte Amalie, VI"
BOS,"Boston, MA",RSW,"Fort Myers, FL"
BOS,"Boston, MA",DTW,"Detroit, MI"
BOS,"Boston, MA",TPA,"Tampa, FL"
BOS,"Boston, MA",MSP,"Minneapolis, MN"
BOS,"Boston, MA",SEA,"Seattle, WA"
BOS,"Boston, MA",DTW,"Detroit, MI"
BOS,"Boston, MA",TPA,"Tampa, FL"
BOS,"Boston, MA",SLC,"Salt Lake City, UT"
BOS,"Boston, MA",SEA,"Seattle, WA"
BOS,"Boston, MA",ATL,"Atlanta, GA"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",TPA,"Tampa, FL"
BOS,"Boston, MA",MSP,"Minneapolis, MN"
BOS,"Boston, MA",ATL,"Atlanta, GA"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",JFK,"New York, NY"
BOS,"Boston, MA",RSW,"Fort Myers, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",LAX,"Los Angeles, CA"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",CLE,"Cleveland, OH"
BOS,"Boston, MA",EWR,"Newark, NJ"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",IAD,"Washington, DC"
BOS,"Boston, MA",ATL,"Atlanta, GA"
BOS,"Boston, MA",BED,"Bedford, MA"
BOS,"Boston, MA",HPN,"White Plains, NY"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",IAH,"Houston, TX"
BOS,"Boston, MA",EWR,"Newark, NJ"
BOS,"Boston, MA",TPA,"Tampa, FL"
BOS,"Boston, MA",DEN,"Denver, CO"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",SFO,"San Francisco, CA"
BOS,"Boston, MA",RSW,"Fort Myers, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",IAH,"Houston, TX"
BOS,"Boston, MA",EWR,"Newark, NJ"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",IAH,"Houston, TX"
BOS,"Boston, MA",EWR,"Newark, NJ"
BOS,"Boston, MA",DEN,"Denver, CO"
BOS,"Boston, MA",IAD,"Washington, DC"
BOS,"Boston, MA",RSW,"Fort Myers, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",IAH,"Houston, TX"
BOS,"Boston, MA",EWR,"Newark, NJ"
BOS,"Boston, MA",DEN,"Denver, CO"
BOS,"Boston, MA",IAD,"Washington, DC"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",IAH,"Houston, TX"
BOS,"Boston, MA",EWR,"Newark, NJ"
BOS,"Boston, MA",DEN,"Denver, CO"
BOS,"Boston, MA",IAD,"Washington, DC"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",ACK,"Nantucket, MA"
BOS,"Boston, MA",LEB,"Lebanon-Hanover, NH"
BOS,"Boston, MA",PVC,"Provincetown, MA"
BOS,"Boston, MA",HYA,"Hyannis, MA"
BOS,"Boston, MA",RUT,"Rutland, VT"
BOS,"Boston, MA",SLK,"Saranac Lake/Lake Placid, NY"
BOS,"Boston, MA",RKD,"Rockland, ME"
BOS,"Boston, MA",BHB,"Bar Harbor, ME"
BOS,"Boston, MA",AUG,"Augusta/Waterville, ME"
BOS,"Boston, MA",MVY,"Martha's Vineyard, MA"
BOS,"Boston, MA",PWM,"Portland, ME"
BPT,"Beaumont/Port Arthur, TX",DFW,"Dallas/Fort Worth, TX"
BPT,"Beaumont/Port Arthur, TX",DFW,"Dallas/Fort Worth, TX"
BQK,"Brunswick, GA",ATL,"Atlanta, GA"
BQK,"Brunswick, GA",BED,"Bedford, MA"
BQN,"Aguadilla, PR",MEM,"Memphis, TN"
BQN,"Aguadilla, PR",MEM,"Memphis, TN"
BRD,"Brainerd, MN",MSP,"Minneapolis, MN"
BRD,"Brainerd, MN",MSP,"Minneapolis, MN"
BRL,"Burlington, IA",ORD,"Chicago, IL"
BRL,"Burlington, IA",STL,"St. Louis, MO"
BRO,"Brownsville, TX",LAX,"Los Angeles, CA"
BRO,"Brownsville, TX",HHR,"Hawthorne, CA"
BRO,"Brownsville, TX",ELP,"El Paso, TX"
BRO,"Brownsville, TX",AEX,"Alexandria, LA"
BRO,"Brownsville, TX",CSG,"Columbus, GA"
BRO,"Brownsville, TX",ELP,"El Paso, TX"
BRO,"Brownsville, TX",LRD,"Laredo, TX"
BRO,"Brownsville, TX",AZA,"Phoenix, AZ"
BRO,"Brownsville, TX",LSF,"Columbus, GA"
BRO,"Brownsville, TX",SAT,"San Antonio, TX"
BRO,"Brownsville, TX",AZA,"Phoenix, AZ"
BRO,"Brownsville, TX",MIA,"Miami, FL"
BRO,"Brownsville, TX",AEX,"Alexandria, LA"
BRO,"Brownsville, TX",CSG,"Columbus, GA"
BRO,"Brownsville, TX",TOL,"Toledo, OH"
BRO,"Brownsville, TX",LRD,"Laredo, TX"
BRO,"Brownsville, TX",CLL,"College Station/Bryan, TX"
BRO,"Brownsville, TX",GYY,"Gary, IN"
BRO,"Brownsville, TX",JFK,"New York, NY"
BRO,"Brownsville, TX",RIC,"Richmond, VA"
BRO,"Brownsville, TX",DFW,"Dallas/Fort Worth, TX"
BRO,"Brownsville, TX",DFW,"Dallas/Fort Worth, TX"
BRO,"Brownsville, TX",MCI,"Kansas City, MO"
BRO,"Brownsville, TX",SDF,"Louisville, KY"
BRO,"Brownsville, TX",MFE,"Mission/McAllen/Edinburg, TX"
BRO,"Brownsville, TX",YIP,"Detroit, MI"
BRO,"Brownsville, TX",SDF,"Louisville, KY"
BRO,"Brownsville, TX",MCI,"Kansas City, MO"
BRO,"Brownsville, TX",SHV,"Shreveport, LA"
BRO,"Brownsville, TX",CRP,"Corpus Christi, TX"
BRO,"Brownsville, TX",IAH,"Houston, TX"
BRO,"Brownsville, TX",YIP,"Detroit, MI"
BRO,"Brownsville, TX",DFW,"Dallas/Fort Worth, TX"
BRW,"Barrow, AK",SCC,"Deadhorse, AK"
BRW,"Barrow, AK",ANC,"Anchorage, AK"
BRW,"Barrow, AK",ATK,"Atqasuk, AK"
BRW,"Barrow, AK",PIZ,"Point Lay, AK"
BRW,"Barrow, AK",NUI,"Nuiqsut, AK"
BRW,"Barrow, AK",AIN,"Wainwright, AK"
BRW,"Barrow, AK",BRW,"Barrow, AK"
BRW,"Barrow, AK",SCC,"Deadhorse, AK"
BRW,"Barrow, AK",PHO,"Point Hope, AK"
BRW,"Barrow, AK",ATK,"Atqasuk, AK"
BRW,"Barrow, AK",AKP,"Anaktuvuk Pass, AK"
BRW,"Barrow, AK",BTI,"Barter Island, AK"
BRW,"Barrow, AK",SCC,"Deadhorse, AK"
BRW,"Barrow, AK",PHO,"Point Hope, AK"
BRW,"Barrow, AK",SCC,"Deadhorse, AK"
BRW,"Barrow, AK",ANC,"Anchorage, AK"
BRW,"Barrow, AK",ANC,"Anchorage, AK"
BRW,"Barrow, AK",SCC,"Deadhorse, AK"
BRW,"Barrow, AK",FAI,"Fairbanks, AK"
BRW,"Barrow, AK",ANC,"Anchorage, AK"
BRW,"Barrow, AK",ANC,"Anchorage, AK"
BRW,"Barrow, AK",ANC,"Anchorage, AK"
BRW,"Barrow, AK",SCC,"Deadhorse, AK"
BRW,"Barrow, AK",ANC,"Anchorage, AK"
BTI,"Barter Island, AK",BRW,"Barrow, AK"
BTI,"Barter Island, AK",BRW,"Barrow, AK"
BTI,"Barter Island, AK",SCC,"Deadhorse, AK"
BTI,"Barter Island, AK",FAI,"Fairbanks, AK"
BTI,"Barter Island, AK",BRW,"Barrow, AK"
BTI,"Barter Island, AK",FAI,"Fairbanks, AK"
BTI,"Barter Island, AK",FAI,"Fairbanks, AK"
BTI,"Barter Island, AK",FAI,"Fairbanks, AK"
BTI,"Barter Island, AK",FAI,"Fairbanks, AK"
BTL,"Battle Creek, MI",YIP,"Detroit, MI"
BTM,"Butte, MT",SLC,"Salt Lake City, UT"
BTM,"Butte, MT",PWM,"Portland, ME"
BTM,"Butte, MT",VNY,"Van Nuys, CA"
BTM,"Butte, MT",SUS,"St. Louis, MO"
BTM,"Butte, MT",PIE,"St. Petersburg, FL"
BTM,"Butte, MT",BZN,"Bozeman, MT"
BTR,"Baton Rouge, LA",ATL,"Atlanta, GA"
BTR,"Baton Rouge, LA",IAH,"Houston, TX"
BTR,"Baton Rouge, LA",SBN,"South Bend, IN"
BTR,"Baton Rouge, LA",COU,"Columbia, MO"
BTR,"Baton Rouge, LA",FYV,"Fayetteville, AR"
BTR,"Baton Rouge, LA",LBB,"Lubbock, TX"
BTR,"Baton Rouge, LA",TCL,"Tuscaloosa, AL"
BTR,"Baton Rouge, LA",FOE,"Topeka, KS"
BTR,"Baton Rouge, LA",XNA,"Fayetteville, AR"
BTR,"Baton Rouge, LA",TUP,"Tupelo, MS"
BTR,"Baton Rouge, LA",MIA,"Miami, FL"
BTR,"Baton Rouge, LA",AEX,"Alexandria, LA"
BTR,"Baton Rouge, LA",COU,"Columbia, MO"
BTR,"Baton Rouge, LA",CLL,"College Station/Bryan, TX"
BTR,"Baton Rouge, LA",LEX,"Lexington, KY"
BTR,"Baton Rouge, LA",AHN,"Athens, GA"
BTR,"Baton Rouge, LA",IAH,"Houston, TX"
BTR,"Baton Rouge, LA",DFW,"Dallas/Fort Worth, TX"
BTR,"Baton Rouge, LA",AEX,"Alexandria, LA"
BTR,"Baton Rouge, LA",DFW,"Dallas/Fort Worth, TX"
BTR,"Baton Rouge, LA",CLT,"Charlotte, NC"
BTR,"Baton Rouge, LA",CLT,"Charlotte, NC"
BTR,"Baton Rouge, LA",IAH,"Houston, TX"
BTR,"Baton Rouge, LA",TYS,"Knoxville, TN"
BTR,"Baton Rouge, LA",DFW,"Dallas/Fort Worth, TX"
BTT,"Bettles, AK",FAI,"Fairbanks, AK"
BTT,"Bettles, AK",AIN,"Wainwright, AK"
BTT,"Bettles, AK",ANC,"Anchorage, AK"
BTT,"Bettles, AK",AET,"Allakaket, AK"
BTT,"Bettles, AK",AKP,"Anaktuvuk Pass, AK"
BTT,"Bettles, AK",FAI,"Fairbanks, AK"
BTT,"Bettles, AK",FAI,"Fairbanks, AK"
BTT,"Bettles, AK",FAI,"Fairbanks, AK"
BTV,"Burlington, VT",DTW,"Detroit, MI"
BTV,"Burlington, VT",DTW,"Detroit, MI"
BTV,"Burlington, VT",MCO,"Orlando, FL"
BTV,"Burlington, VT",FWA,"Fort Wayne, IN"
BTV,"Burlington, VT",SYR,"Syracuse, NY"
BTV,"Burlington, VT",MEM,"Memphis, TN"
BTV,"Burlington, VT",JFK,"New York, NY"
BTV,"Burlington, VT",IAD,"Washington, DC"
BTV,"Burlington, VT",SBM,"Sheboygan, WI"
BTV,"Burlington, VT",OAK,"Oakland, CA"
BTV,"Burlington, VT",TEB,"Teterboro, NJ"
BTV,"Burlington, VT",CLT,"Charlotte, NC"
BTV,"Burlington, VT",ALB,"Albany, NY"
BTV,"Burlington, VT",CLT,"Charlotte, NC"
BTV,"Burlington, VT",PHL,"Philadelphia, PA"
BTV,"Burlington, VT",PHL,"Philadelphia, PA"
BTV,"Burlington, VT",ORD,"Chicago, IL"
BTV,"Burlington, VT",IAD,"Washington, DC"
BTV,"Burlington, VT",DTW,"Detroit, MI"
BTV,"Burlington, VT",EWR,"Newark, NJ"
BUF,"Buffalo, NY",ATL,"Atlanta, GA"
BUF,"Buffalo, NY",EWR,"Newark, NJ"
BUF,"Buffalo, NY",ONT,"Ontario, CA"
BUF,"Buffalo, NY",PHL,"Philadelphia, PA"
BUF,"Buffalo, NY",SDF,"Louisville, KY"
BUF,"Buffalo, NY",SYR,"Syracuse, NY"
BUF,"Buffalo, NY",PHL,"Philadelphia, PA"
BUF,"Buffalo, NY",SDF,"Louisville, KY"
BUF,"Buffalo, NY",DTW,"Detroit, MI"
BUF,"Buffalo, NY",ORD,"Chicago, IL"
BUF,"Buffalo, NY",CLT,"Charlotte, NC"
BUF,"Buffalo, NY",PHL,"Philadelphia, PA"
BUF,"Buffalo, NY",ATL,"Atlanta, GA"
BUF,"Buffalo, NY",JFK,"New York, NY"
BUF,"Buffalo, NY",DTW,"Detroit, MI"
BUF,"Buffalo, NY",JFK,"New York, NY"
BUF,"Buffalo, NY",PKB,"Parkersburg, WV"
BUF,"Buffalo, NY",CPS,"St. Louis, MO"
BUF,"Buffalo, NY",MCO,"Orlando, FL"
BUF,"Buffalo, NY",DEN,"Denver, CO"
BUF,"Buffalo, NY",RSW,"Fort Myers, FL"
BUF,"Buffalo, NY",MCO,"Orlando, FL"
BUF,"Buffalo, NY",TPA,"Tampa, FL"
BUF,"Buffalo, NY",DEN,"Denver, CO"
BUF,"Buffalo, NY",RSW,"Fort Myers, FL"
BUF,"Buffalo, NY",MCO,"Orlando, FL"
BUF,"Buffalo, NY",SYR,"Syracuse, NY"
BUF,"Buffalo, NY",MEM,"Memphis, TN"
BUF,"Buffalo, NY",MEM,"Memphis, TN"
BUF,"Buffalo, NY",IFP,"Bullhead City, AZ"
BUF,"Buffalo, NY",EWR,"Newark, NJ"
BUF,"Buffalo, NY",GSO,"Greensboro/High Point, NC"
